country,scene_type,lat,lon
Indonesia,city,-6.175404899999999,106.827168
Indonesia,city,-7.672222099999997,112.6126393
Indonesia,city,-6.9903987999999995,110.42291039999999
Indonesia,city,-7.569248900000002,110.828448
Indonesia,city,-6.8078233,110.8416866
Indonesia,city,-6.894753799999999,110.63854350000001
Indonesia,city,-6.711689799999999,111.1514508
Indonesia,city,-6.921845699999999,107.60708329999999
Indonesia,city,-8.843914699999997,121.64796399999997
Indonesia,city,-9.4466443,124.478044
Indonesia,city,3.5894616999999998,98.67416229999999
Indonesia,city,3.0733824,98.24767970000002
Indonesia,city,3.0968329,98.0857891
Indonesia,city,3.9946747000000005,97.3421558
Indonesia,city,5.552845500000001,95.3192908
Indonesia,city,5.381312599999999,95.95793199999999
Indonesia,city,-7.744146099999999,113.21584009999998
Indonesia,city,-7.7200115999999985,109.9148051
Indonesia,city,-7.7130761,110.00906049999999
Indonesia,city,-8.5308443,115.5074731
Indonesia,city,-8.6831728,115.25646259999999
Indonesia,city,-6.921703299999998,110.2040344
Indonesia,city,-8.1707675,114.4361568
Indonesia,city,-8.5068977,115.2622931
Indonesia,city,-3.6959434000000004,128.178785
Indonesia,city,-0.8957793,119.86799739999998
Indonesia,city,-8.3770431,115.4489936
Indonesia,city,-8.5352229,115.4037258
Indonesia,city,-8.596154699999996,115.2820391
Indonesia,city,1.4900577999999998,124.8408708
Indonesia,city,-6.176192399999998,106.6382161
Indonesia,city,-0.22426870000000002,100.63194189999999
Indonesia,city,-0.30519539999999995,100.36949209999999
Indonesia,city,3.3273686,99.1623025
Indonesia,city,-0.5326521999999999,101.57127189999999
Indonesia,city,-8.787351299999997,120.9733305
Indonesia,city,-8.611067799999997,120.46459029999997
Indonesia,city,-8.6256456,122.2192885
Indonesia,city,-8.5837726,116.10685
Indonesia,city,-5.5518642,120.19238640000002
Indonesia,city,-8.5392306,115.1265683
Indonesia,city,-8.3585536,114.6218756
Indonesia,city,-8.4464252,115.6135572
Indonesia,city,-7.326665899999998,108.3531111
Indonesia,city,-7.668689399999998,109.65194649999998
Indonesia,city,-7.358866199999998,109.9032937
Indonesia,city,-7.538452800000003,112.2379884
Indonesia,city,-6.9691528,111.4130521
Indonesia,city,-8.275754,113.537299
Indonesia,city,-8.317370699999998,115.0076504
Indonesia,city,-8.193144,114.93426519999998
Indonesia,city,-8.7724902,115.17239439999997
Indonesia,city,-8.650619299999999,115.1365007
Indonesia,city,-5.679682700000001,119.7474599
Indonesia,city,-8.766720600000001,118.0031049
Indonesia,city,1.1030815,104.03836959999998
Indonesia,city,-0.5017804,117.13930889999999
Indonesia,city,-6.991473900000001,107.4036409
Indonesia,city,0.5384432999999998,123.0594971
Indonesia,city,-3.3187495999999994,114.59258280000002
Indonesia,city,-5.4460713,105.26437419999999
Indonesia,city,2.260108,98.75000829999999
Indonesia,city,1.3726960000000001,99.2727172
Indonesia,city,0.8591113,99.56503719999999
Indonesia,city,0.36694109999999996,100.0583844
Indonesia,city,0.7852042999999999,127.38323419999998
Indonesia,city,-8.1192548,111.89376819999998
Indonesia,city,-1.588821,123.50084939999999
Indonesia,city,-7.811105699999999,112.00460509999999
Indonesia,city,-2.7105637999999996,111.1714146
Indonesia,city,-2.5389113000000005,112.94938899999998
Indonesia,city,-3.4086464999999997,114.84883699999999
Indonesia,city,-2.4196177999999997,115.2539707
Indonesia,city,0.023540199999999997,110.8906453
Indonesia,city,0.061651000000000004,111.4828467
Indonesia,city,-6.894233400000001,113.2829191
