country,scene_type,lat,lon
Indonesia,jungle,-3.7989698999999995,114.78031249999998
Indonesia,jungle,5.8949241,116.4935309
Indonesia,jungle,5.9056629,116.4935132
Indonesia,jungle,6.036794199999999,116.4935344
Indonesia,jungle,6.024947199999998,116.60885310000002
Indonesia,jungle,6.004041599999999,116.5868984
Indonesia,jungle,5.9821428,116.58133840000002
Indonesia,jungle,5.9712435,116.6034042
Indonesia,jungle,5.883793,116.572659
Indonesia,jungle,5.9554147,116.0509302
Indonesia,jungle,5.954152400000001,116.05388529999999
Indonesia,jungle,5.947244,116.0524336
Indonesia,jungle,5.951248199999999,116.05505199999999
Indonesia,jungle,5.956565399999999,116.05972479999997
Indonesia,jungle,5.9762852,116.05843789999999
Indonesia,jungle,5.9420168,116.04943749999998
Indonesia,jungle,5.9359093,116.0475507
Indonesia,jungle,5.887484399999999,118.04830690000001
Indonesia,jungle,5.851028499999999,118.1214408
Indonesia,jungle,5.963480799999999,116.06526530000001
Indonesia,jungle,5.9613844,116.06158870000002
Indonesia,jungle,5.9554624,116.0693751
Indonesia,jungle,5.955627199999999,116.0696109
Indonesia,jungle,5.954798099999999,116.1050877
Indonesia,jungle,5.9516441,116.10529909999998
Indonesia,jungle,5.964603900000001,116.1093669
Indonesia,jungle,6.033380299999999,116.12077670000001
Indonesia,jungle,6.0319426,116.12280009999998
Indonesia,jungle,5.9682787,116.1085226
Indonesia,jungle,5.9704248,116.10640939999998
Indonesia,jungle,5.971559599999999,116.10225
Indonesia,jungle,5.972174699999998,116.1033781
Indonesia,jungle,5.9717863,116.10175139999997
Indonesia,jungle,5.972055299999998,116.1005759
Indonesia,jungle,5.9759748,116.09947089999997
Indonesia,jungle,5.975626,116.0872272
Indonesia,jungle,5.975434099999998,116.0892533
Indonesia,jungle,5.9745055,116.085122
Indonesia,jungle,5.950211599999999,116.1075869
Indonesia,jungle,5.9778259,116.0789181
Indonesia,jungle,5.9477391,116.10197589999999
Indonesia,jungle,5.9524835000000005,116.09959979999998
Indonesia,jungle,5.855491699999999,118.11643089999997
Indonesia,jungle,6.0341499999999995,116.1173776
Indonesia,jungle,5.989929699999999,116.08330510000002
Indonesia,jungle,4.9023183,114.9321021
Indonesia,jungle,5.9870549,116.1012344
Indonesia,jungle,5.9430691,116.0755085
Indonesia,jungle,-3.3208327,114.5928138
Indonesia,jungle,-3.8000201,114.78866810000001
Indonesia,jungle,5.954356099999999,116.0434352
Indonesia,jungle,5.936458499999999,116.079176
Indonesia,jungle,5.9373633,116.07983369999997
Indonesia,jungle,-0.4919553000000001,117.1468119
Indonesia,jungle,-0.4915285,117.14575110000001
Indonesia,jungle,-0.4923493,117.1452652
Indonesia,jungle,5.9429192,116.06685529999999
Indonesia,jungle,5.941677899999999,116.06859310000002
Indonesia,jungle,5.9423764,116.07193519999997
Indonesia,jungle,-1.9117730999999996,116.1940848
Indonesia,jungle,-1.9103822,116.19500609999997
Indonesia,jungle,-0.0526603,110.13055789999999
Indonesia,jungle,-0.5211943,117.12084339999998
Indonesia,jungle,-0.030238899999999996,109.29160119999999
Indonesia,jungle,-0.0305843,109.29256409999999
Indonesia,jungle,-0.48992830000000004,117.1476193
Indonesia,jungle,4.948652,114.8287809
Indonesia,jungle,-2.2161214,113.92661649999998
Indonesia,jungle,5.773028199999999,116.02454860000002
Indonesia,jungle,5.734273299999999,115.9295958
Indonesia,jungle,5.7345361,115.92915319999997
Indonesia,jungle,5.7359447,115.94399020000002
Indonesia,jungle,5.7350473,115.94357140000001
Indonesia,jungle,5.734628299999999,115.94328439999998
Indonesia,jungle,5.526894900000001,115.69209519999997
Indonesia,jungle,5.732769299999999,115.93047069999997
Indonesia,jungle,5.732360999999999,115.9301494
Indonesia,jungle,5.7325451,115.93029500000002
Indonesia,jungle,5.734134399999999,115.9300402
Indonesia,jungle,5.7344414,115.9312898
Indonesia,jungle,5.734019299999999,115.93158679999999
Indonesia,jungle,5.733994399999999,115.93216930000001
Indonesia,jungle,5.733303199999999,115.93133929999999
Indonesia,jungle,5.903984499999999,116.08760519999997
Indonesia,jungle,5.4069031999999995,117.95258630000001
Indonesia,jungle,5.422767699999999,117.94157599999998
Indonesia,jungle,5.4222443,117.9414821
Indonesia,jungle,5.4241162,117.94184689999997
Indonesia,jungle,5.4301972,117.9439603
Indonesia,jungle,5.430655300000001,117.9440099
Indonesia,jungle,5.434189699999999,117.9447663
Indonesia,jungle,5.4327112,117.9443189
Indonesia,jungle,5.4386941,117.94528279999997
Indonesia,jungle,5.468986200000001,117.9553322
Indonesia,jungle,5.439007100000001,117.946158
Indonesia,jungle,5.4609641,117.95489709999998
Indonesia,jungle,5.4597744,117.9543519
Indonesia,jungle,5.468717699999999,117.95608899999999
Indonesia,jungle,5.4665805,117.95596030000002
Indonesia,jungle,5.4662467999999995,117.9556394
Indonesia,jungle,5.4645831,117.95556249999996
Indonesia,jungle,5.454743099999999,117.9532273
Indonesia,jungle,5.4414905,117.9474164
Indonesia,jungle,6.0429029,116.12701209999997
Indonesia,jungle,6.041548,116.12619879999998
Indonesia,jungle,6.043256399999999,116.12521199999998
Indonesia,jungle,6.037823199999999,116.12418880000001
Indonesia,jungle,6.0371352,116.1254145
Indonesia,jungle,6.0392226,116.12714740000001
Indonesia,jungle,6.0364807,116.12564160000001
Indonesia,jungle,6.038826,116.1260683
Indonesia,jungle,6.0349266,116.11550650000001
Indonesia,jungle,6.0410477999999985,116.1289427
Indonesia,jungle,6.0412128,116.1298734
Indonesia,jungle,6.0305075,116.11933920000001
Indonesia,jungle,6.035139499999999,116.11384390000002
Indonesia,jungle,6.0346708,116.1135298
Indonesia,jungle,6.033936500000001,116.11343680000002
Indonesia,jungle,6.033104299999999,116.11484919999998
Indonesia,jungle,6.0336905,116.11398649999998
Indonesia,jungle,6.041968299999999,116.12879349999997
Indonesia,jungle,6.0389525,116.12854430000002
Indonesia,jungle,6.030957099999999,116.11786400000001
Indonesia,jungle,6.0318742,116.1164633
Indonesia,jungle,6.0128803,116.1185825
Indonesia,jungle,6.0363641,116.11773659999997
Indonesia,jungle,5.5427253,118.0869182
Indonesia,jungle,6.0367825,116.12672110000001
Indonesia,jungle,6.0392626,116.12426989999997
Indonesia,jungle,6.0345218,116.1178144
Indonesia,jungle,6.034439899999999,116.11717839999999
Indonesia,jungle,6.034441499999999,116.1170531
Indonesia,jungle,6.0371291,116.12472069999997
Indonesia,jungle,5.4997685,118.2050819
Indonesia,jungle,5.499287299999999,118.20613270000001
Indonesia,jungle,-2.9455672,115.15727309999998
Indonesia,jungle,-1.2534288999999998,116.83850779999999
Indonesia,jungle,-1.2543090999999997,116.84331980000002
Indonesia,jungle,6.019191799999998,116.1148468
Indonesia,jungle,-1.2736424,116.8081737
Indonesia,jungle,-1.2687734,116.81510219999998
Indonesia,jungle,-0.4699236,117.1904187
Indonesia,jungle,4.8826811999999995,114.96729609999997
Indonesia,jungle,0.1262259,117.48089200000001
Indonesia,jungle,4.9596789,114.85021980000002
Indonesia,jungle,-3.3185389,114.5920436
Indonesia,jungle,-3.3200165999999998,114.59164029999997
Indonesia,jungle,4.922286999999999,114.91659799999996
Indonesia,jungle,6.004151499999999,116.3798143
Indonesia,jungle,5.982162,116.4188141
