country,scene_type,lat,lon
Thailand,temple,16.563269800000004,102.9515493
Thailand,temple,16.422786300000002,102.8936792
Thailand,temple,16.660973,103.1446103
Thailand,temple,14.980712800000003,102.116885
Thailand,temple,15.262799100000002,101.1268912
Thailand,temple,16.4961612,102.1238296
Thailand,temple,16.226239,103.2703398
Thailand,temple,16.145920499999995,103.2586342
Thailand,temple,16.1625323,103.2706818
Thailand,temple,16.396804899999996,102.8378129
Thailand,temple,14.609342900000003,103.0806821
Thailand,temple,20.3297764,99.8636981
Thailand,temple,16.496548199999996,102.8350762
Thailand,temple,18.4209957,98.6789391
Thailand,temple,17.744195599999994,103.3600034
Thailand,temple,12.570032,99.9579868
Thailand,temple,18.0862426,100.2044165
Thailand,temple,12.6058665,102.119177
Thailand,temple,18.783020699999994,98.9809442
Thailand,temple,18.785200199999995,98.9880621
Thailand,temple,20.2642855,100.4067953
Thailand,temple,14.370199499999993,100.5747054
Thailand,temple,14.368103599999996,100.570304
Thailand,temple,14.3636523,100.5669283
Thailand,temple,14.361977499999998,100.5616826
Thailand,temple,14.3433558,100.5787858
Thailand,temple,13.745791399999998,100.4927818
Thailand,temple,16.408091499999998,102.8342977
Thailand,temple,13.7591741,100.4835841
Thailand,temple,13.775045599999999,100.46549550000002
Thailand,temple,13.792872299999997,100.4991088
Thailand,temple,13.774110299999998,100.4338673
Thailand,temple,13.714067,100.5053343
Thailand,temple,13.710022799999999,100.5147414
Thailand,temple,13.742447299999998,100.2580069
Thailand,temple,13.736520000000002,100.5110316
Thailand,temple,16.4401202,100.3514451
Thailand,temple,13.298588099999996,100.9150321
Thailand,temple,13.610943199999998,100.2193154
Thailand,temple,16.821954100000003,100.427477
Thailand,temple,13.779235799999999,100.8019309
Thailand,temple,7.192563899999999,100.59381870000001
Thailand,temple,13.574008300000001,100.595693
Thailand,temple,13.502194700000002,100.8147781
Thailand,temple,13.665985499999998,100.865798
Thailand,temple,18.801668900000003,98.9989821
Thailand,temple,13.7438235,100.4884885
Thailand,temple,13.7439017,100.4892876
Thailand,temple,13.743761299999996,100.4893362
Thailand,temple,13.6003114,100.5868066
Thailand,temple,13.650342100000001,100.4733396
Thailand,temple,13.746466599999998,100.5368432
Thailand,temple,13.766102400000001,100.5137024
Thailand,temple,13.750116899999998,100.5009642
Thailand,temple,13.912013499999999,100.5411972
Thailand,temple,16.4803878,102.801719
Thailand,temple,14.1792313,101.3480042
Thailand,temple,14.180225100000001,101.35515690000001
Thailand,temple,14.1787541,101.3481876
Thailand,temple,14.1800978,101.3554492
Thailand,temple,13.658154,100.55747130000002
Thailand,temple,13.697523999999996,100.5767067
Thailand,temple,14.615072299999996,100.7289679
Thailand,temple,14.749040100000004,100.6308329
Thailand,temple,14.630024200000001,100.6959281
Thailand,temple,14.627406100000002,100.7246674
Thailand,temple,14.4050088,100.6349307
Thailand,temple,14.080320700000001,100.6526546
Thailand,temple,14.071272299999999,100.6602295
Thailand,temple,13.689128599999998,100.5548972
Thailand,temple,14.0265533,100.5855467
Thailand,temple,16.4309748,102.839892
Thailand,temple,16.4245386,102.8376793
Thailand,temple,16.419349400000005,102.8352142
Thailand,temple,18.790127100000003,99.109117
Thailand,temple,17.323306400000003,99.5517713
Thailand,temple,17.326180200000003,99.45244690000001
Thailand,temple,17.3186617,99.54689490000001
Thailand,temple,18.872029300000005,99.1404732
Thailand,temple,13.7491524,100.49734330000001
Thailand,temple,13.753453199999997,100.507428
Thailand,temple,13.753827700000002,100.5077718
Thailand,temple,13.732819999999998,100.49701660000001
Thailand,temple,14.8896754,101.7205496
Thailand,temple,18.7885848,98.9813822
Thailand,temple,18.758371399999998,99.0833475
Thailand,temple,18.753442999999997,99.0767106
Thailand,temple,18.72025979999999,99.0707489
Thailand,temple,18.6854159,99.1047472
Thailand,temple,18.7872401,99.0018548
Thailand,temple,18.6620984,99.1420483
Thailand,temple,18.800126899999995,99.059107
Thailand,temple,18.7359124,99.2062826
Thailand,temple,18.760168,99.0325757
Thailand,temple,18.736642599999993,99.1386959
Thailand,temple,18.7940832,99.1135887
Thailand,temple,18.7284236,99.1253123
Thailand,temple,18.793785599999996,98.9893928
Thailand,temple,18.753940000000004,98.9959419
Thailand,temple,18.741524,99.1919661
Thailand,temple,18.7662421,99.09859940000001
Thailand,temple,18.76401,99.0749913
Thailand,temple,18.736804799999998,99.0016263
Thailand,temple,16.155486999999997,99.7231858
Thailand,temple,18.600018,99.0493279
Thailand,temple,18.7116751,99.06044930000002
Thailand,temple,18.741524500000004,99.12164340000001
Thailand,temple,18.696746399999995,99.0665777
Thailand,temple,13.7548368,100.5042538
Thailand,temple,18.842220199999996,98.9914337
Thailand,temple,18.693097000000005,99.0591498
Thailand,temple,18.7037097,99.0609053
Thailand,temple,13.713327200000002,100.5168884
Thailand,temple,18.7485638,99.12324200000002
Thailand,temple,13.816409199999999,100.0590338
Thailand,temple,18.753619200000003,99.0026341
Thailand,temple,18.738005399999995,99.0519474
Thailand,temple,13.818458,100.0677881
Thailand,temple,18.7208753,99.1493165
Thailand,temple,18.637250900000005,99.0389051
Thailand,temple,18.797819099999998,99.1411637
Thailand,temple,18.807672499999992,99.1513216
Thailand,temple,18.8124786,99.1549369
Thailand,temple,18.821142999999996,99.1705629
Thailand,temple,18.834048399999997,99.1825358
Thailand,temple,18.783260699999996,99.1011972
Thailand,temple,18.7784731,98.9914189
Thailand,temple,18.6960687,99.0805836
Thailand,temple,18.717748099999998,99.0954539
Thailand,temple,18.699060299999996,99.1040074
Thailand,temple,18.6527533,99.01101190000001
