country,scene_type,lat,lon
Malaysia,forest,5.408368,100.3955159
Malaysia,forest,6.428097200000001,99.6741209
Malaysia,forest,6.347225299999998,99.7434655
Malaysia,forest,6.3386246,99.749522
Malaysia,forest,5.1478879,100.4957927
Malaysia,forest,5.3714983,100.40724340000001
Malaysia,forest,6.2347916,100.8387082
Malaysia,forest,5.894924099999999,116.4935309
Malaysia,forest,5.905662900000001,116.4935132
Malaysia,forest,6.036794200000001,116.4935344
Malaysia,forest,6.024947199999999,116.60885310000002
Malaysia,forest,6.004041599999999,116.5868984
Malaysia,forest,5.982142799999999,116.58133840000002
Malaysia,forest,5.9712435,116.6034042
Malaysia,forest,5.883792999999998,116.572659
Malaysia,forest,5.3950734,100.3909354
Malaysia,forest,5.425851699999999,100.4065566
Malaysia,forest,1.3625061,103.6129375
Malaysia,forest,3.8162064,103.31192440000001
Malaysia,forest,6.403987100000001,100.1271415
Malaysia,forest,6.421916799999999,100.1444589
Malaysia,forest,6.539829999999999,100.2126514
Malaysia,forest,6.552579400000001,100.2191868
Malaysia,forest,6.5624054,100.21562360000001
Malaysia,forest,6.474687200000001,100.1780873
Malaysia,forest,6.469321,100.1749384
Malaysia,forest,6.4725098999999995,100.1757975
Malaysia,forest,6.474795800000001,100.190054
Malaysia,forest,6.451303099999999,100.1701064
Malaysia,forest,6.447417100000001,100.1844952
Malaysia,forest,5.6389166,100.480239
Malaysia,forest,3.2569990000000004,101.7347458
Malaysia,forest,4.361999599999999,102.3946691
Malaysia,forest,4.336878400000001,102.4011273
Malaysia,forest,4.3420480999999995,102.3982448
Malaysia,forest,3.0390935,101.7780323
Malaysia,forest,2.9687907,101.695194
Malaysia,forest,3.1426913999999995,101.6817135
Malaysia,forest,3.2179467,101.7306823
Malaysia,forest,3.0283465999999994,101.7802285
Malaysia,forest,3.1425371,101.6561665
Malaysia,forest,3.1949285,101.5855126
Malaysia,forest,2.9808082,101.6172441
Malaysia,forest,3.2418047999999993,101.3982429
Malaysia,forest,3.0281309,101.6823103
Malaysia,forest,6.423277499999999,99.8264927
Malaysia,forest,5.347973999999999,100.2733925
Malaysia,forest,5.3477125999999995,100.2763874
Malaysia,forest,5.9554147,116.0509302
Malaysia,forest,5.954152399999999,116.05388529999999
Malaysia,forest,2.9919752,101.7231222
Malaysia,forest,6.0094139,116.0062925
Malaysia,forest,2.9461941,101.7288597
Malaysia,forest,5.9472439999999995,116.0524336
Malaysia,forest,5.951248199999999,116.055052
Malaysia,forest,5.956565399999999,116.0597248
Malaysia,forest,5.976285200000001,116.05843789999999
Malaysia,forest,5.9420168,116.04943750000001
Malaysia,forest,5.935909299999999,116.0475507
Malaysia,forest,5.8874844,118.04830690000001
Malaysia,forest,5.851028499999999,118.1214408
Malaysia,forest,5.963480799999999,116.06526530000001
Malaysia,forest,5.961384399999999,116.06158870000002
Malaysia,forest,5.955462399999998,116.0693751
Malaysia,forest,5.9556271999999995,116.0696109
Malaysia,forest,5.9547981000000005,116.1050877
Malaysia,forest,5.951644099999998,116.10529909999998
Malaysia,forest,5.964603899999999,116.1093669
Malaysia,forest,6.033380299999998,116.12077670000001
Malaysia,forest,6.031942599999999,116.1228001
Malaysia,forest,5.968278700000001,116.1085226
Malaysia,forest,5.9704248,116.10640939999999
Malaysia,forest,5.9715596,116.10225
