country,scene_type,lat,lon
Philippines,countryside,15.102026399999993,120.7679928
Philippines,countryside,15.141761400000005,120.7911623
Philippines,countryside,14.153212399999997,121.2628873
Philippines,countryside,14.830592200000002,120.75149670000002
Philippines,countryside,14.9821038,120.99340370000002
Philippines,countryside,10.9652465,124.67131780000001
Philippines,countryside,14.9117957,120.5603876
Philippines,countryside,10.962000199999999,125.0033878
Philippines,countryside,10.951222399999999,125.0172003
Philippines,countryside,14.872611100000002,120.7964312
Philippines,countryside,10.822683699999999,124.93150599999998
Philippines,countryside,10.8240156,124.9266727
Philippines,countryside,11.849456000000004,124.8266046
Philippines,countryside,11.848707199999998,124.8267546
Philippines,countryside,11.8514202,124.82604799999999
Philippines,countryside,10.927164099999999,124.953369
Philippines,countryside,10.760740199999997,124.9184341
Philippines,countryside,10.854691499999996,124.96592140000001
Philippines,countryside,10.1113916,124.90030570000002
Philippines,countryside,10.417219399999999,124.7766257
Philippines,countryside,10.380834500000002,124.78017600000001
Philippines,countryside,10.359119499999998,124.9630234
Philippines,countryside,10.3331171,124.9672666
Philippines,countryside,10.3350846,124.9500364
Philippines,countryside,10.3765021,124.9424255
Philippines,countryside,10.216461200000001,124.90111790000002
Philippines,countryside,10.165241,124.9969177
Philippines,countryside,11.144717699999998,124.88819079999999
Philippines,countryside,11.135655299999996,124.88824340000001
Philippines,countryside,11.085010299999997,124.89285599999998
Philippines,countryside,11.1633286,124.8962442
Philippines,countryside,10.8081118,124.92892630000001
Philippines,countryside,12.5554796,125.11858950000001
Philippines,countryside,10.9228436,125.0105271
Philippines,countryside,10.908030700000001,125.0087789
Philippines,countryside,10.821167599999999,124.9364228
Philippines,countryside,10.782241599999999,124.9361046
Philippines,countryside,10.771354899999999,124.9216719
Philippines,countryside,10.8816244,124.9548337
Philippines,countryside,10.893152399999996,124.9675687
Philippines,countryside,10.9144154,124.9355867
Philippines,countryside,10.908607599999996,124.93842990000002
Philippines,countryside,10.9400752,125.02500470000001
Philippines,countryside,11.031612999999998,125.0154371
Philippines,countryside,11.0892967,124.9532866
Philippines,countryside,10.9699498,124.98154410000001
Philippines,countryside,11.0402651,124.0186736
Philippines,countryside,11.171256200000002,124.9121467
Philippines,countryside,11.157103899999997,124.9567591
Philippines,countryside,11.106293999999998,125.00368790000002
Philippines,countryside,11.091423799999996,124.983374
Philippines,countryside,11.049130699999997,124.9643378
Philippines,countryside,11.049467400000001,124.95360159999998
Philippines,countryside,11.061340099999999,124.9737954
Philippines,countryside,11.037609799999998,124.96153800000002
Philippines,countryside,10.986448900000001,124.8893836
Philippines,countryside,11.009311899999997,124.9343717
Philippines,countryside,10.990239299999999,124.9481089
Philippines,countryside,11.040894799999998,124.03054119999999
Philippines,countryside,10.9969933,124.6598609
Philippines,countryside,10.327996899999999,125.03882650000001
Philippines,countryside,10.308975499999999,125.0460269
Philippines,countryside,10.368107000000002,125.0262353
Philippines,countryside,16.878814899999995,121.06666160000002
Philippines,countryside,11.409273299999999,124.8580628
Philippines,countryside,11.408272099999998,124.86042380000002
Philippines,countryside,11.375947099999998,124.80672670000001
Philippines,countryside,11.3714667,124.8063412
Philippines,countryside,11.168149199999998,124.8526138
Philippines,countryside,10.6756083,124.817608
Philippines,countryside,10.687510299999998,124.80333460000001
Philippines,countryside,10.5290119,124.7619119
Philippines,countryside,10.758314000000002,125.0072332
Philippines,countryside,15.165692899999998,120.78102000000001
Philippines,countryside,15.148078799999997,120.77660669999999
Philippines,countryside,15.1431257,120.77515790000001
Philippines,countryside,17.043097499999995,121.00609750000001
Philippines,countryside,17.067736400000005,120.94179350000002
Philippines,countryside,11.538778499999996,123.14482399999999
Philippines,countryside,12.1458248,125.432558
Philippines,countryside,11.302008099999998,124.7070752
Philippines,countryside,11.154482999999999,124.8296376
Philippines,countryside,11.1908584,124.87969919999999
Philippines,countryside,10.388055899999998,124.99751130000001
Philippines,countryside,11.162139,124.86654800000001
Philippines,countryside,11.355467099999998,124.8206306
Philippines,countryside,10.807853900000001,124.96565230000002
Philippines,countryside,11.267161699999997,124.6637157
Philippines,countryside,16.357473999999996,120.56265290000002
Philippines,countryside,11.21593,124.72630930000001
Philippines,countryside,16.23504309999999,120.5069998
Philippines,countryside,16.4531524,120.5820319
Philippines,countryside,16.3725006,120.586246
Philippines,countryside,11.272217,124.661367
Philippines,countryside,11.244193299999997,124.68570880000001
Philippines,countryside,11.253501900000002,124.68589390000001
Philippines,countryside,11.253717000000002,124.68504840000001
Philippines,countryside,11.2548787,124.68461709999998
Philippines,countryside,11.2659189,124.68408800000002
Philippines,countryside,11.2591932,124.7381788
Philippines,countryside,16.931426799999993,121.1350659
Philippines,countryside,10.3612633,125.2369979
Philippines,countryside,10.338643099999997,125.17903000000001
Philippines,countryside,18.249155199999997,121.8801905
Philippines,countryside,6.2028742,124.82867440000001
Philippines,countryside,6.122496100000001,124.8383325
Philippines,countryside,14.930458699999999,120.9955164
Philippines,countryside,10.788531099999998,122.3006069
Philippines,countryside,9.129338200000001,123.64164140000001
Philippines,countryside,9.126547399999996,123.6311835
Philippines,countryside,9.7519412,125.4403335
Philippines,countryside,7.7941867,126.4423606
Philippines,countryside,7.790069599999998,126.44837470000002
Philippines,countryside,11.2406604,124.5706032
Philippines,countryside,14.330949999999996,120.94036459999998
Philippines,countryside,17.096943299999996,120.98448930000002
Philippines,countryside,17.088634399999997,120.98241900000001
Philippines,countryside,17.084165299999995,120.9756551
Philippines,countryside,18.5381536,121.2437962
Philippines,countryside,18.609880699999994,121.1732419
